type,repository_language,count_event,date
PushEvent,Scheme,122,2014-01-29
PushEvent,Erlang,288,2014-01-29
CreateEvent,CoffeeScript,166,2014-01-29
WatchEvent,Verilog,4,2014-01-29
PushEvent,Rust,224,2014-01-29
CreateEvent,Objective-C,375,2014-01-29
PushEvent,Clojure,529,2014-01-29
WatchEvent,Scala,263,2014-01-29
WatchEvent,Erlang,87,2014-01-29
PushEvent,XML,33,2014-01-29
WatchEvent,VimL,313,2014-01-29
CreateEvent,Go,154,2014-01-29
PushEvent,Lua,706,2014-01-29
WatchEvent,Dart,39,2014-01-29
PushEvent,XSLT,315,2014-01-29
CreateEvent,Perl,180,2014-01-29
WatchEvent,Emacs Lisp,92,2014-01-29
CreateEvent,Matlab,122,2014-01-29
WatchEvent,R,78,2014-01-29
PushEvent,Assembly,131,2014-01-29
CreateEvent,TypeScript,47,2014-01-29
PushEvent,DM,58,2014-01-29
CreateEvent,Smalltalk,4,2014-01-29
WatchEvent,Clojure,250,2014-01-29
PushEvent,AppleScript,28,2014-01-29
PushEvent,Arduino,188,2014-01-29
PushEvent,ASP,135,2014-01-29
PushEvent,OCaml,177,2014-01-29
PushEvent,AutoIt,20,2014-01-29
PushEvent,IDL,292,2014-01-29
WatchEvent,Io,113,2014-01-29
PushEvent,Common Lisp,163,2014-01-29
PushEvent,Standard ML,27,2014-01-29
PushEvent,D,149,2014-01-29
PushEvent,Dart,252,2014-01-29
CreateEvent,R,40,2014-01-29
CreateEvent,Emacs Lisp,81,2014-01-29
CreateEvent,Puppet,73,2014-01-29
WatchEvent,TypeScript,52,2014-01-29
WatchEvent,Puppet,40,2014-01-29
CreateEvent,AutoIt,3,2014-01-29
WatchEvent,Rust,38,2014-01-29
PushEvent,Visual Basic,124,2014-01-29
PushEvent,Haxe,93,2014-01-29
CreateEvent,OCaml,29,2014-01-29
PushEvent,UnrealScript,13,2014-01-29
WatchEvent,Elixir,19,2014-01-29
WatchEvent,Lua,72,2014-01-29
CreateEvent,Slash,3,2014-01-29
CreateEvent,VimL,299,2014-01-29
CreateEvent,Scala,131,2014-01-29
WatchEvent,AppleScript,7,2014-01-29
CreateEvent,Kotlin,3,2014-01-29
CreateEvent,Julia,22,2014-01-29
WatchEvent,Common Lisp,49,2014-01-29
WatchEvent,F#,27,2014-01-29
CreateEvent,Lua,75,2014-01-29
CreateEvent,nesC,9,2014-01-29
PushEvent,OpenEdge ABL,21,2014-01-29
CreateEvent,D,20,2014-01-29
CreateEvent,Elixir,10,2014-01-29
WatchEvent,Matlab,10,2014-01-29
PushEvent,Julia,125,2014-01-29
WatchEvent,Haxe,14,2014-01-29
WatchEvent,Pascal,9,2014-01-29
PushEvent,VHDL,131,2014-01-29
PushEvent,Verilog,49,2014-01-29
PushEvent,Prolog,5,2014-01-29
WatchEvent,Groovy,35,2014-01-29
WatchEvent,Julia,38,2014-01-29
PushEvent,Kotlin,6,2014-01-29
WatchEvent,PowerShell,17,2014-01-29
WatchEvent,D,7,2014-01-29
PushEvent,Tcl,63,2014-01-29
PushEvent,Pascal,72,2014-01-29
PushEvent,LiveScript,32,2014-01-29
PushEvent,PowerShell,152,2014-01-29
CreateEvent,ActionScript,13,2014-01-29
PushEvent,Slash,21,2014-01-29
CreateEvent,TeX,52,2014-01-29
WatchEvent,OCaml,15,2014-01-29
WatchEvent,ColdFusion,4,2014-01-29
WatchEvent,LiveScript,9,2014-01-29
PushEvent,Logos,28,2014-01-29
CreateEvent,Verilog,4,2014-01-29
WatchEvent,ActionScript,42,2014-01-29
CreateEvent,Erlang,56,2014-01-29
WatchEvent,DM,2,2014-01-29
PushEvent,Processing,98,2014-01-29
CreateEvent,R,6681,2014-03-13
PushEvent,Objective-C,3411,2014-03-13
PushEvent,Java,23770,2014-03-13
WatchEvent,C++,1100,2014-03-13
PushEvent,,0,2014-03-13
PushEvent,CoffeeScript,1266,2014-03-13
CreateEvent,C,2276,2014-03-13
PushEvent,PHP,15180,2014-03-13
PushEvent,Perl,1607,2014-03-13
CreateEvent,,0,2014-03-13
WatchEvent,Shell,701,2014-03-13
CreateEvent,PHP,2038,2014-03-13
WatchEvent,VimL,343,2014-03-13
WatchEvent,Python,2670,2014-03-13
PushEvent,CSS,16052,2014-03-13
PushEvent,Shell,5537,2014-03-13
PushEvent,JavaScript,33789,2014-03-13
PushEvent,C,8580,2014-03-13
CreateEvent,Objective-C,567,2014-03-13
WatchEvent,Ruby,2532,2014-03-13
PushEvent,Ruby,13991,2014-03-13
WatchEvent,Clojure,169,2014-03-13
PushEvent,Python,17884,2014-03-13
PushEvent,C++,10282,2014-03-13
WatchEvent,Go,901,2014-03-13
CreateEvent,C++,1239,2014-03-13
WatchEvent,Perl,165,2014-03-13
PushEvent,TypeScript,371,2014-03-13
WatchEvent,CSS,2464,2014-03-13
WatchEvent,,0,2014-03-13
CreateEvent,FORTRAN,231,2014-03-13
CreateEvent,Java,2772,2014-03-13
WatchEvent,JavaScript,10553,2014-03-13
CreateEvent,Python,2143,2014-03-13
PushEvent,C#,4412,2014-03-13
WatchEvent,Objective-C,2801,2014-03-13
CreateEvent,CSS,1292,2014-03-13
PushEvent,Scala,1095,2014-03-13
PushEvent,F#,120,2014-03-13
WatchEvent,PHP,1902,2014-03-13
CreateEvent,Ruby,2666,2014-03-13
CreateEvent,JavaScript,3665,2014-03-13
WatchEvent,C,1896,2014-03-13
PushEvent,Go,1305,2014-03-13
PushEvent,Clojure,486,2014-03-13
CreateEvent,AutoIt,6,2014-03-13
PushEvent,Matlab,488,2014-03-13
PushEvent,R,857,2014-03-13
WatchEvent,Puppet,20,2014-03-13
PushEvent,VimL,1474,2014-03-13
CreateEvent,Clojure,81,2014-03-13
CreateEvent,Perl,201,2014-03-13
PushEvent,Puppet,448,2014-03-13
